n,p,m_total,m_count,m_mean,m_min,m_max,time_total,time_count,time_mean,time_min,time_max,calls_total,calls_count,calls_mean,calls_min,calls_max
16,30,33,1,33,33,33,0.0195985,1,0.0195985,0.0195985,0.0195985,481,1,481,481,481
16,30,45,1,45,45,45,0.0685344,1,0.0685344,0.0685344,0.0685344,1131,1,1131,1131,1131
16,30,41,1,41,41,41,0.0469761,1,0.0469761,0.0469761,0.0469761,919,1,919,919,919
16,30,37,1,37,37,37,0.0733567,1,0.0733567,0.0733567,0.0733567,1166,1,1166,1166,1166
16,30,30,1,30,30,30,0.0476144,1,0.0476144,0.0476144,0.0476144,870,1,870,870,870
16,30,34,1,34,34,34,0.0644784,1,0.0644784,0.0644784,0.0644784,950,1,950,950,950
16,30,40,1,40,40,40,0.141832,1,0.141832,0.141832,0.141832,1828,1,1828,1828,1828
16,30,38,1,38,38,38,0.0742856,1,0.0742856,0.0742856,0.0742856,1074,1,1074,1074,1074
16,30,40,1,40,40,40,0.0794526,1,0.0794526,0.0794526,0.0794526,1212,1,1212,1212,1212
16,30,37,1,37,37,37,0.238545,1,0.238545,0.238545,0.238545,2762,1,2762,2762,2762
16,30,42,1,42,42,42,0.104945,1,0.104945,0.104945,0.104945,1446,1,1446,1446,1446
16,30,39,1,39,39,39,0.0366223,1,0.0366223,0.0366223,0.0366223,738,1,738,738,738
16,30,34,1,34,34,34,0.029698,1,0.029698,0.029698,0.029698,638,1,638,638,638
16,30,42,1,42,42,42,0.0601329,1,0.0601329,0.0601329,0.0601329,1072,1,1072,1072,1072
16,30,40,1,40,40,40,0.08358,1,0.08358,0.08358,0.08358,1262,1,1262,1262,1262
16,30,35,1,35,35,35,0.112832,1,0.112832,0.112832,0.112832,1513,1,1513,1513,1513
16,30,40,1,40,40,40,0.0736968,1,0.0736968,0.0736968,0.0736968,1209,1,1209,1209,1209
16,30,26,1,26,26,26,0.0164641,1,0.0164641,0.0164641,0.0164641,415,1,415,415,415
16,30,38,1,38,38,38,0.0539015,1,0.0539015,0.0539015,0.0539015,999,1,999,999,999
16,30,35,1,35,35,35,0.0461015,1,0.0461015,0.0461015,0.0461015,605,1,605,605,605
16,30,38,1,38,38,38,0.0478606,1,0.0478606,0.0478606,0.0478606,931,1,931,931,931
16,30,42,1,42,42,42,0.0368145,1,0.0368145,0.0368145,0.0368145,677,1,677,677,677
16,30,35,1,35,35,35,0.0513877,1,0.0513877,0.0513877,0.0513877,959,1,959,959,959
16,30,39,1,39,39,39,0.040932,1,0.040932,0.040932,0.040932,795,1,795,795,795
16,30,42,1,42,42,42,0.0733271,1,0.0733271,0.0733271,0.0733271,1234,1,1234,1234,1234
16,30,40,1,40,40,40,0.0722986,1,0.0722986,0.0722986,0.0722986,1078,1,1078,1078,1078
16,30,43,1,43,43,43,0.09626,1,0.09626,0.09626,0.09626,1300,1,1300,1300,1300
16,30,39,1,39,39,39,0.0928394,1,0.0928394,0.0928394,0.0928394,1385,1,1385,1385,1385
16,30,24,1,24,24,24,0.0183508,1,0.0183508,0.0183508,0.0183508,488,1,488,488,488
16,30,41,1,41,41,41,0.04066,1,0.04066,0.04066,0.04066,811,1,811,811,811
16,30,43,1,43,43,43,0.299762,1,0.299762,0.299762,0.299762,2675,1,2675,2675,2675
16,30,31,1,31,31,31,0.0872766,1,0.0872766,0.0872766,0.0872766,1180,1,1180,1180,1180
16,30,32,1,32,32,32,0.022837,1,0.022837,0.022837,0.022837,449,1,449,449,449
16,30,41,1,41,41,41,0.114346,1,0.114346,0.114346,0.114346,1613,1,1613,1613,1613
16,30,31,1,31,31,31,0.0295707,1,0.0295707,0.0295707,0.0295707,583,1,583,583,583
16,30,35,1,35,35,35,0.0291557,1,0.0291557,0.0291557,0.0291557,624,1,624,624,624
16,30,38,1,38,38,38,0.118246,1,0.118246,0.118246,0.118246,1609,1,1609,1609,1609
16,30,43,1,43,43,43,0.116757,1,0.116757,0.116757,0.116757,1513,1,1513,1513,1513
16,30,40,1,40,40,40,0.0271929,1,0.0271929,0.0271929,0.0271929,523,1,523,523,523
16,30,41,1,41,41,41,0.031749,1,0.031749,0.031749,0.031749,653,1,653,653,653
16,30,38,1,38,38,38,0.0851707,1,0.0851707,0.0851707,0.0851707,1240,1,1240,1240,1240
16,30,31,1,31,31,31,0.0972117,1,0.0972117,0.0972117,0.0972117,1246,1,1246,1246,1246
16,30,36,1,36,36,36,0.103077,1,0.103077,0.103077,0.103077,1347,1,1347,1347,1347
16,30,29,1,29,29,29,0.0273194,1,0.0273194,0.0273194,0.0273194,561,1,561,561,561
16,30,37,1,37,37,37,0.0835688,1,0.0835688,0.0835688,0.0835688,1149,1,1149,1149,1149
16,30,35,1,35,35,35,0.0243249,1,0.0243249,0.0243249,0.0243249,513,1,513,513,513
16,30,30,1,30,30,30,0.0382629,1,0.0382629,0.0382629,0.0382629,510,1,510,510,510
16,30,30,1,30,30,30,0.0331125,1,0.0331125,0.0331125,0.0331125,657,1,657,657,657
16,30,28,1,28,28,28,0.0233438,1,0.0233438,0.0233438,0.0233438,394,1,394,394,394
16,30,38,1,38,38,38,0.0525786,1,0.0525786,0.0525786,0.0525786,1113,1,1113,1113,1113
16,30,39,1,39,39,39,0.148944,1,0.148944,0.148944,0.148944,1661,1,1661,1661,1661
16,30,35,1,35,35,35,0.0586033,1,0.0586033,0.0586033,0.0586033,1120,1,1120,1120,1120
16,30,38,1,38,38,38,0.0196383,1,0.0196383,0.0196383,0.0196383,473,1,473,473,473
16,30,40,1,40,40,40,0.0406346,1,0.0406346,0.0406346,0.0406346,692,1,692,692,692
16,30,42,1,42,42,42,0.125905,1,0.125905,0.125905,0.125905,1513,1,1513,1513,1513
16,30,32,1,32,32,32,0.100412,1,0.100412,0.100412,0.100412,1147,1,1147,1147,1147
16,30,37,1,37,37,37,0.0245534,1,0.0245534,0.0245534,0.0245534,543,1,543,543,543
16,30,38,1,38,38,38,0.0571728,1,0.0571728,0.0571728,0.0571728,920,1,920,920,920
16,30,37,1,37,37,37,0.117505,1,0.117505,0.117505,0.117505,1569,1,1569,1569,1569
16,30,37,1,37,37,37,0.0466156,1,0.0466156,0.0466156,0.0466156,688,1,688,688,688
16,30,38,1,38,38,38,0.0806799,1,0.0806799,0.0806799,0.0806799,1167,1,1167,1167,1167
16,30,52,1,52,52,52,0.0667521,1,0.0667521,0.0667521,0.0667521,1253,1,1253,1253,1253
16,30,30,1,30,30,30,0.0227331,1,0.0227331,0.0227331,0.0227331,459,1,459,459,459
16,30,44,1,44,44,44,0.0627885,1,0.0627885,0.0627885,0.0627885,1104,1,1104,1104,1104
16,30,30,1,30,30,30,0.0377531,1,0.0377531,0.0377531,0.0377531,779,1,779,779,779
16,30,39,1,39,39,39,0.0872834,1,0.0872834,0.0872834,0.0872834,1478,1,1478,1478,1478
16,30,26,1,26,26,26,0.0239803,1,0.0239803,0.0239803,0.0239803,478,1,478,478,478
16,30,46,1,46,46,46,0.251218,1,0.251218,0.251218,0.251218,2317,1,2317,2317,2317
16,30,41,1,41,41,41,0.0558592,1,0.0558592,0.0558592,0.0558592,897,1,897,897,897
16,30,32,1,32,32,32,0.0286718,1,0.0286718,0.0286718,0.0286718,719,1,719,719,719
16,30,34,1,34,34,34,0.0429183,1,0.0429183,0.0429183,0.0429183,765,1,765,765,765
16,30,43,1,43,43,43,0.706349,1,0.706349,0.706349,0.706349,4734,1,4734,4734,4734
16,30,34,1,34,34,34,0.0720723,1,0.0720723,0.0720723,0.0720723,1084,1,1084,1084,1084
16,30,43,1,43,43,43,0.0926045,1,0.0926045,0.0926045,0.0926045,1321,1,1321,1321,1321
16,30,38,1,38,38,38,0.0822232,1,0.0822232,0.0822232,0.0822232,1094,1,1094,1094,1094
16,30,40,1,40,40,40,0.0345898,1,0.0345898,0.0345898,0.0345898,788,1,788,788,788
16,30,49,1,49,49,49,0.157599,1,0.157599,0.157599,0.157599,1615,1,1615,1615,1615
16,30,39,1,39,39,39,0.114182,1,0.114182,0.114182,0.114182,1311,1,1311,1311,1311
16,30,27,1,27,27,27,0.0350794,1,0.0350794,0.0350794,0.0350794,625,1,625,625,625
16,30,40,1,40,40,40,0.0918896,1,0.0918896,0.0918896,0.0918896,1386,1,1386,1386,1386
16,30,35,1,35,35,35,0.0491145,1,0.0491145,0.0491145,0.0491145,923,1,923,923,923
16,30,37,1,37,37,37,0.019859,1,0.019859,0.019859,0.019859,422,1,422,422,422
16,30,34,1,34,34,34,0.0107185,1,0.0107185,0.0107185,0.0107185,232,1,232,232,232
16,30,37,1,37,37,37,0.155055,1,0.155055,0.155055,0.155055,2069,1,2069,2069,2069
16,30,43,1,43,43,43,0.0662417,1,0.0662417,0.0662417,0.0662417,1093,1,1093,1093,1093
16,30,30,1,30,30,30,0.0599684,1,0.0599684,0.0599684,0.0599684,943,1,943,943,943
16,30,34,1,34,34,34,0.0519156,1,0.0519156,0.0519156,0.0519156,904,1,904,904,904
16,30,50,1,50,50,50,0.0891871,1,0.0891871,0.0891871,0.0891871,1485,1,1485,1485,1485
16,30,33,1,33,33,33,0.0419221,1,0.0419221,0.0419221,0.0419221,627,1,627,627,627
16,30,32,1,32,32,32,0.0572687,1,0.0572687,0.0572687,0.0572687,934,1,934,934,934
16,30,22,1,22,22,22,0.0208915,1,0.0208915,0.0208915,0.0208915,464,1,464,464,464
16,30,31,1,31,31,31,0.0223192,1,0.0223192,0.0223192,0.0223192,613,1,613,613,613
16,30,25,1,25,25,25,0.014397,1,0.014397,0.014397,0.014397,260,1,260,260,260
16,30,39,1,39,39,39,0.0489975,1,0.0489975,0.0489975,0.0489975,836,1,836,836,836
16,30,39,1,39,39,39,0.139816,1,0.139816,0.139816,0.139816,1527,1,1527,1527,1527
16,30,41,1,41,41,41,0.141396,1,0.141396,0.141396,0.141396,1981,1,1981,1981,1981
16,30,35,1,35,35,35,0.0313027,1,0.0313027,0.0313027,0.0313027,496,1,496,496,496
16,30,38,1,38,38,38,0.0153202,1,0.0153202,0.0153202,0.0153202,435,1,435,435,435
16,30,36,1,36,36,36,0.0156956,1,0.0156956,0.0156956,0.0156956,417,1,417,417,417
16,30,38,1,38,38,38,0.0889157,1,0.0889157,0.0889157,0.0889157,1254,1,1254,1254,1254
16,30,30,1,30,30,30,0.0272398,1,0.0272398,0.0272398,0.0272398,513,1,513,513,513
16,30,38,1,38,38,38,0.0689308,1,0.0689308,0.0689308,0.0689308,964,1,964,964,964
16,30,46,1,46,46,46,0.138077,1,0.138077,0.138077,0.138077,1837,1,1837,1837,1837
16,30,41,1,41,41,41,0.0875963,1,0.0875963,0.0875963,0.0875963,1186,1,1186,1186,1186
16,30,46,1,46,46,46,0.0999857,1,0.0999857,0.0999857,0.0999857,1294,1,1294,1294,1294
16,30,37,1,37,37,37,0.0482487,1,0.0482487,0.0482487,0.0482487,840,1,840,840,840
16,30,32,1,32,32,32,0.0204748,1,0.0204748,0.0204748,0.0204748,423,1,423,423,423
16,30,39,1,39,39,39,0.07999,1,0.07999,0.07999,0.07999,1312,1,1312,1312,1312
16,30,45,1,45,45,45,0.0390706,1,0.0390706,0.0390706,0.0390706,789,1,789,789,789
16,30,35,1,35,35,35,0.0579572,1,0.0579572,0.0579572,0.0579572,884,1,884,884,884
16,30,34,1,34,34,34,0.0301128,1,0.0301128,0.0301128,0.0301128,773,1,773,773,773
16,30,35,1,35,35,35,0.1069,1,0.1069,0.1069,0.1069,1256,1,1256,1256,1256
16,30,33,1,33,33,33,0.0293526,1,0.0293526,0.0293526,0.0293526,578,1,578,578,578
16,30,43,1,43,43,43,0.209747,1,0.209747,0.209747,0.209747,2259,1,2259,2259,2259
16,30,39,1,39,39,39,0.0615219,1,0.0615219,0.0615219,0.0615219,1068,1,1068,1068,1068
16,30,32,1,32,32,32,0.0798313,1,0.0798313,0.0798313,0.0798313,1019,1,1019,1019,1019
16,30,37,1,37,37,37,0.0353308,1,0.0353308,0.0353308,0.0353308,644,1,644,644,644
16,30,27,1,27,27,27,0.0277359,1,0.0277359,0.0277359,0.0277359,483,1,483,483,483
16,30,29,1,29,29,29,0.034785,1,0.034785,0.034785,0.034785,720,1,720,720,720
16,30,39,1,39,39,39,0.102671,1,0.102671,0.102671,0.102671,1293,1,1293,1293,1293
16,30,35,1,35,35,35,0.0632261,1,0.0632261,0.0632261,0.0632261,1108,1,1108,1108,1108
16,30,31,1,31,31,31,0.0833909,1,0.0833909,0.0833909,0.0833909,971,1,971,971,971
16,30,39,1,39,39,39,0.113259,1,0.113259,0.113259,0.113259,1641,1,1641,1641,1641
16,30,29,1,29,29,29,0.0474944,1,0.0474944,0.0474944,0.0474944,468,1,468,468,468
16,30,33,1,33,33,33,0.044994,1,0.044994,0.044994,0.044994,640,1,640,640,640
16,30,34,1,34,34,34,0.0598839,1,0.0598839,0.0598839,0.0598839,913,1,913,913,913
16,30,41,1,41,41,41,0.017662,1,0.017662,0.017662,0.017662,406,1,406,406,406
16,30,39,1,39,39,39,0.0949965,1,0.0949965,0.0949965,0.0949965,1567,1,1567,1567,1567
16,30,36,1,36,36,36,0.0253451,1,0.0253451,0.0253451,0.0253451,565,1,565,565,565
16,30,38,1,38,38,38,0.0754085,1,0.0754085,0.0754085,0.0754085,1384,1,1384,1384,1384
16,30,31,1,31,31,31,0.0739418,1,0.0739418,0.0739418,0.0739418,1029,1,1029,1029,1029
16,30,27,1,27,27,27,0.0359678,1,0.0359678,0.0359678,0.0359678,678,1,678,678,678
16,30,35,1,35,35,35,0.0346208,1,0.0346208,0.0346208,0.0346208,788,1,788,788,788
16,30,31,1,31,31,31,0.0664183,1,0.0664183,0.0664183,0.0664183,1092,1,1092,1092,1092
16,30,47,1,47,47,47,0.145314,1,0.145314,0.145314,0.145314,1968,1,1968,1968,1968
16,30,35,1,35,35,35,0.0344552,1,0.0344552,0.0344552,0.0344552,647,1,647,647,647
16,30,31,1,31,31,31,0.0229184,1,0.0229184,0.0229184,0.0229184,491,1,491,491,491
16,30,33,1,33,33,33,0.103546,1,0.103546,0.103546,0.103546,1392,1,1392,1392,1392
16,30,38,1,38,38,38,0.0301791,1,0.0301791,0.0301791,0.0301791,428,1,428,428,428
16,30,45,1,45,45,45,0.0637856,1,0.0637856,0.0637856,0.0637856,982,1,982,982,982
16,30,36,1,36,36,36,0.043458,1,0.043458,0.043458,0.043458,766,1,766,766,766
16,30,31,1,31,31,31,0.0856026,1,0.0856026,0.0856026,0.0856026,1104,1,1104,1104,1104
16,30,39,1,39,39,39,0.0919685,1,0.0919685,0.0919685,0.0919685,1166,1,1166,1166,1166
16,30,44,1,44,44,44,0.0456545,1,0.0456545,0.0456545,0.0456545,967,1,967,967,967
16,30,36,1,36,36,36,0.0339147,1,0.0339147,0.0339147,0.0339147,706,1,706,706,706
16,30,35,1,35,35,35,0.0165696,1,0.0165696,0.0165696,0.0165696,323,1,323,323,323
16,30,39,1,39,39,39,0.147341,1,0.147341,0.147341,0.147341,1954,1,1954,1954,1954
16,30,46,1,46,46,46,0.122883,1,0.122883,0.122883,0.122883,1470,1,1470,1470,1470
16,30,31,1,31,31,31,0.0409956,1,0.0409956,0.0409956,0.0409956,587,1,587,587,587
16,30,35,1,35,35,35,0.0390465,1,0.0390465,0.0390465,0.0390465,708,1,708,708,708
16,30,33,1,33,33,33,0.100681,1,0.100681,0.100681,0.100681,1402,1,1402,1402,1402
16,30,41,1,41,41,41,0.15015,1,0.15015,0.15015,0.15015,1847,1,1847,1847,1847
16,30,26,1,26,26,26,0.0172232,1,0.0172232,0.0172232,0.0172232,286,1,286,286,286
16,30,42,1,42,42,42,0.0742663,1,0.0742663,0.0742663,0.0742663,1210,1,1210,1210,1210
16,30,33,1,33,33,33,0.0129824,1,0.0129824,0.0129824,0.0129824,317,1,317,317,317
16,30,39,1,39,39,39,0.0509334,1,0.0509334,0.0509334,0.0509334,784,1,784,784,784
16,30,38,1,38,38,38,0.17745,1,0.17745,0.17745,0.17745,2305,1,2305,2305,2305
16,30,42,1,42,42,42,0.117267,1,0.117267,0.117267,0.117267,1538,1,1538,1538,1538
16,30,35,1,35,35,35,0.135898,1,0.135898,0.135898,0.135898,1773,1,1773,1773,1773
16,30,35,1,35,35,35,0.0627093,1,0.0627093,0.0627093,0.0627093,1095,1,1095,1095,1095
16,30,33,1,33,33,33,0.0667383,1,0.0667383,0.0667383,0.0667383,1127,1,1127,1127,1127
16,30,39,1,39,39,39,0.0908067,1,0.0908067,0.0908067,0.0908067,1295,1,1295,1295,1295
16,30,45,1,45,45,45,0.0896464,1,0.0896464,0.0896464,0.0896464,1395,1,1395,1395,1395
16,30,41,1,41,41,41,0.128022,1,0.128022,0.128022,0.128022,1673,1,1673,1673,1673
16,30,43,1,43,43,43,0.0747405,1,0.0747405,0.0747405,0.0747405,1069,1,1069,1069,1069
16,30,42,1,42,42,42,0.0554481,1,0.0554481,0.0554481,0.0554481,986,1,986,986,986
16,30,32,1,32,32,32,0.0288353,1,0.0288353,0.0288353,0.0288353,554,1,554,554,554
16,30,37,1,37,37,37,0.0808206,1,0.0808206,0.0808206,0.0808206,1298,1,1298,1298,1298
16,30,38,1,38,38,38,0.0634569,1,0.0634569,0.0634569,0.0634569,885,1,885,885,885
16,30,42,1,42,42,42,0.0734892,1,0.0734892,0.0734892,0.0734892,1069,1,1069,1069,1069
16,30,34,1,34,34,34,0.0225084,1,0.0225084,0.0225084,0.0225084,431,1,431,431,431
16,30,30,1,30,30,30,0.0343097,1,0.0343097,0.0343097,0.0343097,699,1,699,699,699
16,30,40,1,40,40,40,0.0684787,1,0.0684787,0.0684787,0.0684787,1026,1,1026,1026,1026
16,30,41,1,41,41,41,0.0795692,1,0.0795692,0.0795692,0.0795692,1312,1,1312,1312,1312
16,30,35,1,35,35,35,0.0341378,1,0.0341378,0.0341378,0.0341378,642,1,642,642,642
16,30,35,1,35,35,35,0.0540091,1,0.0540091,0.0540091,0.0540091,840,1,840,840,840
16,30,32,1,32,32,32,0.0334359,1,0.0334359,0.0334359,0.0334359,609,1,609,609,609
16,30,39,1,39,39,39,0.0356408,1,0.0356408,0.0356408,0.0356408,707,1,707,707,707
16,30,39,1,39,39,39,0.0423042,1,0.0423042,0.0423042,0.0423042,861,1,861,861,861
16,30,37,1,37,37,37,0.0323651,1,0.0323651,0.0323651,0.0323651,716,1,716,716,716
16,30,33,1,33,33,33,0.0311043,1,0.0311043,0.0311043,0.0311043,451,1,451,451,451
16,30,36,1,36,36,36,0.0520355,1,0.0520355,0.0520355,0.0520355,1079,1,1079,1079,1079
16,30,45,1,45,45,45,0.187156,1,0.187156,0.187156,0.187156,1695,1,1695,1695,1695
16,30,36,1,36,36,36,0.079148,1,0.079148,0.079148,0.079148,1149,1,1149,1149,1149
